date,open,high,low,close,adj_close
2020-05-01,262.9323425292969,270.24970236992056,261.75150445044204,265.27537656335676,125180000
2020-05-04,263.6575012207031,263.9643158796331,259.5292791983489,261.0262101283875,80873200
2020-05-05,266.0934753417969,268.93859703702566,263.7876130244261,266.5118872747563,79569900
2020-05-06,264.28973388671875,268.20409631883115,263.8527365338742,267.8136049500988,73632600
2020-05-07,267.47894287109375,269.43148537280416,266.9675755282105,267.5440342418947,75250400
2020-05-08,271.9046325683594,272.37882904206623,269.50578633331116,270.6494249685885,76452400
2020-05-11,271.96038818359375,273.3550568409455,269.5243714686897,269.95206191205443,79514200
2020-05-12,266.5398254394531,273.57823267464636,266.4003358546942,273.15984904420077,95870800
2020-05-13,261.8258361816406,267.0232986592604,259.37120540082725,265.97264359207634,144721100
2020-05-14,264.95916748046875,265.0893218076404,253.82040296579268,259.3619071707117,121977900
2020-05-15,266.1772155761719,266.2236931911012,261.58410358651196,262.541775125876,111146300
2020-05-18,274.2848815917969,275.911995296155,272.14640064448497,272.47180068566763,119703800
2020-05-19,271.4676513671875,275.4099063452101,271.44906599686874,273.68053054339833,95189300
2020-05-20,276.079345703125,276.95334046749406,274.81485954380605,275.0473043561465,85861700
2020-05-21,274.17327880859375,276.7673705679493,273.0668393561112,275.94916038043874,78293900
2020-05-22,274.6939392089844,274.87059950771817,272.6298284747427,273.8850359329962,63958200
2020-05-26,278.07843017578125,280.9700590695235,274.71263304917125,280.7283073285125,88951400
2020-05-27,282.21588134765625,282.2530804607982,276.0235484288679,280.9048892618461,104817400
2020-05-28,281.6951904296875,285.29343120305026,281.01644143480047,283.2572125929971,90405200
2020-05-29,282.950439453125,283.5454834420559,278.44100423588,281.22103522436385,119090800
2020-06-01,284.0940246582031,284.7076823382841,281.7788835182777,282.29955760296286,55758300
2020-06-02,286.44635009765625,286.49285608025383,283.6756263705714,285.02378912295734,74267200
2020-06-03,290.2584533691406,291.22543164712795,288.1757571161911,288.45467951627955,92567600
2020-06-04,289.49603271484375,291.0208841943324,287.3761373132049,289.2635879191614,75794400
2020-06-05,296.9156494140625,298.7101162370897,294.88873781993004,294.95382916574493,150524700
2020-06-08,300.50469970703125,300.6999454272229,297.18538059070323,297.7339470066986,73641200
2020-06-09,298.263916015625,300.5790574426104,296.93431002328373,297.808304854076,77479200
2020-06-10,296.599609375,299.75157495651126,295.8743826249924,298.84968786198516,95000800
2020-06-11,279.5009460449219,290.23060727656724,278.9431011560461,289.58905727974724,209243600
2020-06-12,282.8481750488281,287.37619605433343,277.63212638734154,286.59518478615115,194678900
